userID;restaurantID;rating
{1891345: 'User28054'};{1891345: 'Restaurant1'};{1891345: -2.79}
{873583: 'User20538'};{873583: 'Restaurant49'};{873583: -9.66}
{94042: 'User61850'};{94042: 'Restaurant7'};{94042: -9.13}
{512091: 'User55970'};{512091: 'Restaurant65'};{512091: 7.77}
{69327: 'User22546'};{69327: 'Restaurant30'};{69327: 0.1075}
{1296129: 'User52285'};{1296129: 'Restaurant16'};{1296129: -9.37}
{1778693: 'User34250'};{1778693: 'Restaurant11'};{1778693: 2.33}
{1114166: 'User12510'};{1114166: 'Restaurant52'};{1114166: -8.64}
{717426: 'User50264'};{717426: 'Restaurant19'};{717426: -9.81}
{1243407: 'User31078'};{1243407: 'Restaurant49'};{1243407: 2.14}
{862436: 'User27641'};{862436: 'Restaurant70'};{862436: 8.4}
{84017: 'User14891'};{84017: 'Restaurant89'};{84017: 9.17}
{1629069: 'User33596'};{1629069: 'Restaurant98'};{1629069: 3.2695}
{826979: 'User723'};{826979: 'Restaurant56'};{826979: -6.165}
{1242253: 'User44231'};{1242253: 'Restaurant56'};{1242253: -9.81}
{191664: 'User39645'};{191664: 'Restaurant16'};{191664: -9.27}
{1608028: 'User11379'};{1608028: 'Restaurant73'};{1608028: 1.31}
{328729: 'User31429'};{328729: 'Restaurant25'};{328729: 2.04}
{1208207: 'User10346'};{1208207: 'Restaurant42'};{1208207: -9.9}
{230459: 'User46652'};{230459: 'Restaurant41'};{230459: -9.81}
{751757: 'User31852'};{751757: 'Restaurant48'};{751757: -1.12}
{1145926: 'User19541'};{1145926: 'Restaurant40'};{1145926: 4.5133}
{674926: 'User3605'};{674926: 'Restaurant49'};{674926: -9.66}
{1485525: 'User149'};{1485525: 'Restaurant98'};{1485525: 2.23}
{275988: 'User6950'};{275988: 'Restaurant58'};{275988: -9.3533}
{411057: 'User7219'};{411057: 'Restaurant69'};{411057: -9.32}
{759341: 'User17022'};{759341: 'Restaurant65'};{759341: -9.54}
{599637: 'User5160'};{599637: 'Restaurant37'};{599637: -2.09}
{1018746: 'User33098'};{1018746: 'Restaurant18'};{1018746: -9.76}
{120462: 'User40631'};{120462: 'Restaurant30'};{120462: -1.94}
{29240: 'User68929'};{29240: 'Restaurant15'};{29240: -9.85}
{684941: 'User19942'};{684941: 'Restaurant12'};{684941: 4.32}
{210473: 'User2343'};{210473: 'Restaurant69'};{210473: -9.59}
{1290284: 'User25525'};{1290284: 'Restaurant50'};{1290284: -9.32}
{696936: 'User14765'};{696936: 'Restaurant13'};{696936: -5.1}
{971242: 'User16129'};{971242: 'Restaurant46'};{971242: -6.55}
{637607: 'User2564'};{637607: 'Restaurant77'};{637607: -3.03}
{1065978: 'User29700'};{1065978: 'Restaurant36'};{1065978: -9.47}
{1212893: 'User52114'};{1212893: 'Restaurant53'};{1212893: 6.07}
{1093897: 'User38032'};{1093897: 'Restaurant31'};{1093897: -1.26}
{1807700: 'User25301'};{1807700: 'Restaurant11'};{1807700: 1.7967}
{1678394: 'User28549'};{1678394: 'Restaurant57'};{1678394: 3.3}
{443174: 'User12453'};{443174: 'Restaurant84'};{443174: -2.0806}
{1107081: 'User47611'};{1107081: 'Restaurant4'};{1107081: -9.73}
{858828: 'User29293'};{858828: 'Restaurant68'};{858828: -8.93}
{828461: 'User36783'};{828461: 'Restaurant40'};{828461: -6.7}
{1344937: 'User54887'};{1344937: 'Restaurant15'};{1344937: -6.89}
{1484183: 'User32999'};{1484183: 'Restaurant6'};{1484183: 3.425}
{337226: 'User51871'};{337226: 'Restaurant78'};{337226: 6.21}
{502473: 'User12369'};{502473: 'Restaurant15'};{502473: -7.72}
{396433: 'User13106'};{396433: 'Restaurant46'};{396433: -9.85}
{1666495: 'User33938'};{1666495: 'Restaurant61'};{1666495: 3.765}
{248784: 'User13236'};{248784: 'Restaurant85'};{248784: 5.05}
{1154650: 'User33300'};{1154650: 'Restaurant10'};{1154650: -5.83}
{191665: 'User20214'};{191665: 'Restaurant41'};{191665: -9.76}
{124949: 'User12745'};{124949: 'Restaurant8'};{124949: 2.48}
{1356169: 'User747'};{1356169: 'Restaurant16'};{1356169: -6.6}
{40394: 'User5077'};{40394: 'Restaurant96'};{40394: 4.85}
{222524: 'User20164'};{222524: 'Restaurant48'};{222524: 6.41}
{584221: 'User18937'};{584221: 'Restaurant6'};{584221: -8.88}
{1687215: 'User14989'};{1687215: 'Restaurant63'};{1687215: -2.86}
{1847828: 'User23638'};{1847828: 'Restaurant79'};{1847828: 2.1253}
{991759: 'User28131'};{991759: 'Restaurant14'};{991759: -6.17}
{243779: 'User25382'};{243779: 'Restaurant4'};{243779: -0.97}
{1237256: 'User29896'};{1237256: 'Restaurant98'};{1237256: 1.14}
{1859023: 'User8751'};{1859023: 'Restaurant97'};{1859023: 4.2567}
{165944: 'User2185'};{165944: 'Restaurant26'};{165944: -1.07}
{704109: 'User27812'};{704109: 'Restaurant13'};{704109: -9.76}
{1570495: 'User756'};{1570495: 'Restaurant7'};{1570495: 2.57}
{335907: 'User46330'};{335907: 'Restaurant50'};{335907: -8.93}
{1611767: 'User20890'};{1611767: 'Restaurant29'};{1611767: 1.5}
{508478: 'User31751'};{508478: 'Restaurant33'};{508478: -8.5319}
{1637440: 'User44818'};{1637440: 'Restaurant40'};{1637440: 4.81}
{162413: 'User15979'};{162413: 'Restaurant95'};{162413: 3.98}
{1235872: 'User32560'};{1235872: 'Restaurant52'};{1235872: -3.54}
{706429: 'User44638'};{706429: 'Restaurant63'};{706429: -9.42}
{415770: 'User45323'};{415770: 'Restaurant89'};{415770: -4.13}
{347585: 'User19014'};{347585: 'Restaurant83'};{347585: -9.85}
{1857204: 'User49504'};{1857204: 'Restaurant27'};{1857204: 1.6}
{372722: 'User3782'};{372722: 'Restaurant63'};{372722: -8.64}
{1720833: 'User39924'};{1720833: 'Restaurant25'};{1720833: -0.4638}
{1128492: 'User33814'};{1128492: 'Restaurant76'};{1128492: -9.685}
{716014: 'User10887'};{716014: 'Restaurant4'};{716014: -3.4967}
{705289: 'User32844'};{705289: 'Restaurant87'};{705289: 5.05}
{1556175: 'User17220'};{1556175: 'Restaurant2'};{1556175: -0.53}
{312968: 'User57746'};{312968: 'Restaurant7'};{312968: -9.42}
{379183: 'User63273'};{379183: 'Restaurant20'};{379183: -9.51}
{1136018: 'User33730'};{1136018: 'Restaurant3'};{1136018: -9.405}
{1817094: 'User2755'};{1817094: 'Restaurant43'};{1817094: 5.1}
{1169884: 'User30143'};{1169884: 'Restaurant84'};{1169884: -9.76}
{1297790: 'User18223'};{1297790: 'Restaurant61'};{1297790: -9.66}
{1369160: 'User2307'};{1369160: 'Restaurant12'};{1369160: -1.3817}
{910801: 'User26964'};{910801: 'Restaurant34'};{910801: -2.04}
{595093: 'User47101'};{595093: 'Restaurant65'};{595093: 3.74}
{289155: 'User40927'};{289155: 'Restaurant66'};{289155: -4.17}
{1889961: 'User42521'};{1889961: 'Restaurant58'};{1889961: -2.8833}
{1501186: 'User44968'};{1501186: 'Restaurant58'};{1501186: -3.98}
{387053: 'User614'};{387053: 'Restaurant29'};{387053: -9.71}
{982851: 'User36615'};{982851: 'Restaurant64'};{982851: -1.685}
{69045: 'User29012'};{69045: 'Restaurant41'};{69045: 5.53}
{1154380: 'User18234'};{1154380: 'Restaurant39'};{1154380: -9.27}
{828401: 'User379'};{828401: 'Restaurant97'};{828401: -0.635}
{1226059: 'User70866'};{1226059: 'Restaurant19'};{1226059: -9.85}
{687926: 'User20684'};{687926: 'Restaurant53'};{687926: -9.03}
{1127269: 'User54105'};{1127269: 'Restaurant18'};{1127269: 1.17}
{770801: 'User1662'};{770801: 'Restaurant40'};{770801: -9.9}
{1407724: 'User1168'};{1407724: 'Restaurant21'};{1407724: -1.26}
{1166545: 'User58784'};{1166545: 'Restaurant81'};{1166545: 0.58}
{1821358: 'User39288'};{1821358: 'Restaurant51'};{1821358: 3.3}
{272194: 'User44983'};{272194: 'Restaurant66'};{272194: 1.07}
{1229893: 'User11468'};{1229893: 'Restaurant65'};{1229893: -9.22}
{1208851: 'User72081'};{1208851: 'Restaurant18'};{1208851: -8.64}
{1138671: 'User37160'};{1138671: 'Restaurant30'};{1138671: -5.34}
{1646246: 'User35712'};{1646246: 'Restaurant94'};{1646246: -4.37}
{1741702: 'User23186'};{1741702: 'Restaurant8'};{1741702: -8.79}
{8699: 'User4858'};{8699: 'Restaurant2'};{8699: -3.445}
{341424: 'User38627'};{341424: 'Restaurant19'};{341424: -9.76}
{567981: 'User47197'};{567981: 'Restaurant39'};{567981: -9.13}
{1159056: 'User45328'};{1159056: 'Restaurant96'};{1159056: -9.32}
{1267305: 'User28945'};{1267305: 'Restaurant51'};{1267305: -9.76}
{836003: 'User41333'};{836003: 'Restaurant8'};{836003: -9.85}
{150585: 'User10297'};{150585: 'Restaurant34'};{150585: -0.29}
{758716: 'User50378'};{758716: 'Restaurant39'};{758716: -9.76}
{1576384: 'User37500'};{1576384: 'Restaurant4'};{1576384: -4.8567}
{206685: 'User24226'};{206685: 'Restaurant17'};{206685: -9.32}
{1132175: 'User7814'};{1132175: 'Restaurant50'};{1132175: -4.56}
{299935: 'User43786'};{299935: 'Restaurant54'};{299935: 1.94}
{1028547: 'User31941'};{1028547: 'Restaurant67'};{1028547: 0.24}
{1565235: 'User9012'};{1565235: 'Restaurant49'};{1565235: -2.67}
{1303061: 'User23210'};{1303061: 'Restaurant5'};{1303061: -9.85}
{923417: 'User11288'};{923417: 'Restaurant38'};{923417: 3.83}
{37774: 'User29511'};{37774: 'Restaurant74'};{37774: -1.7729}
{1038310: 'User31363'};{1038310: 'Restaurant16'};{1038310: -9.32}
{887500: 'User10082'};{887500: 'Restaurant84'};{887500: -9.13}
{1403001: 'User6483'};{1403001: 'Restaurant53'};{1403001: 5.63}
{171689: 'User32979'};{171689: 'Restaurant80'};{171689: -8.98}
{1734438: 'User6366'};{1734438: 'Restaurant21'};{1734438: -3.14}
{498253: 'User52336'};{498253: 'Restaurant42'};{498253: -9.81}
{957314: 'User72723'};{957314: 'Restaurant16'};{957314: -5.97}
{1150686: 'User40544'};{1150686: 'Restaurant26'};{1150686: -0.6425}
{860034: 'User17509'};{860034: 'Restaurant66'};{860034: 5.87}
{1260344: 'User6407'};{1260344: 'Restaurant36'};{1260344: 3.25}
{243304: 'User46085'};{243304: 'Restaurant10'};{243304: -9.446}
{910149: 'User4811'};{910149: 'Restaurant9'};{910149: -9.055}
{1765404: 'User30416'};{1765404: 'Restaurant68'};{1765404: -6.41}
{1405288: 'User3484'};{1405288: 'Restaurant52'};{1405288: 5.15}
{12495: 'User69203'};{12495: 'Restaurant49'};{12495: 1.495}
{109460: 'User11431'};{109460: 'Restaurant33'};{109460: -9.125}
{1236316: 'User23907'};{1236316: 'Restaurant21'};{1236316: 5.05}
{1171526: 'User20418'};{1171526: 'Restaurant16'};{1171526: -9.32}
{952896: 'User11467'};{952896: 'Restaurant1'};{952896: -7.476}
{760498: 'User44004'};{760498: 'Restaurant47'};{760498: 2.48}
{747874: 'User66084'};{747874: 'Restaurant8'};{747874: 4.47}
{1223717: 'User12811'};{1223717: 'Restaurant68'};{1223717: 5.63}
{1522801: 'User39626'};{1522801: 'Restaurant94'};{1522801: 0.195}
{1030506: 'User50437'};{1030506: 'Restaurant20'};{1030506: -4.08}
{640509: 'User68539'};{640509: 'Restaurant63'};{640509: 1.89}
{415667: 'User56911'};{415667: 'Restaurant19'};{415667: -0.29}
{1047970: 'User47352'};{1047970: 'Restaurant58'};{1047970: -4.56}
{1721765: 'User31158'};{1721765: 'Restaurant33'};{1721765: -6.84}
{1119859: 'User43467'};{1119859: 'Restaurant99'};{1119859: 1.5}
{992306: 'User2746'};{992306: 'Restaurant29'};{992306: -9.71}
{996717: 'User24938'};{996717: 'Restaurant67'};{996717: -9.95}
{965297: 'User9054'};{965297: 'Restaurant1'};{965297: -9.9}
{1119369: 'User65747'};{1119369: 'Restaurant67'};{1119369: -9.76}
{409236: 'User54909'};{409236: 'Restaurant5'};{409236: -9.76}
{676195: 'User50482'};{676195: 'Restaurant73'};{676195: 1.31}
{1110778: 'User4743'};{1110778: 'Restaurant66'};{1110778: 4.27}
{687489: 'User30432'};{687489: 'Restaurant65'};{687489: -9.3816}
{1688535: 'User23652'};{1688535: 'Restaurant46'};{1688535: 1.2625}
{522491: 'User38024'};{522491: 'Restaurant38'};{522491: -2.795}
{1280270: 'User21194'};{1280270: 'Restaurant81'};{1280270: -9.2391}
{75699: 'User29692'};{75699: 'Restaurant11'};{75699: 3.892}
{1906426: 'User21896'};{1906426: 'Restaurant51'};{1906426: -5.385}
{1021452: 'User73075'};{1021452: 'Restaurant16'};{1021452: -5.24}
{1199754: 'User4588'};{1199754: 'Restaurant45'};{1199754: -9.03}
{1777645: 'User24782'};{1777645: 'Restaurant32'};{1777645: -1.31}
{298071: 'User16913'};{298071: 'Restaurant28'};{298071: -9.1433}
{96571: 'User19263'};{96571: 'Restaurant26'};{96571: 4.48}
{451336: 'User46903'};{451336: 'Restaurant54'};{451336: -2.48}
{698484: 'User28570'};{698484: 'Restaurant32'};{698484: -0.55}
{1312530: 'User34481'};{1312530: 'Restaurant8'};{1312530: -7.57}
{1394091: 'User37807'};{1394091: 'Restaurant78'};{1394091: -0.1925}
{519103: 'User63400'};{519103: 'Restaurant83'};{519103: -1.17}
{1705980: 'User13883'};{1705980: 'Restaurant69'};{1705980: -2.91}
{897738: 'User31386'};{897738: 'Restaurant53'};{897738: -0.63}
{1376493: 'User32516'};{1376493: 'Restaurant69'};{1376493: 6.12}
{267301: 'User45443'};{267301: 'Restaurant85'};{267301: 5.84}
{456816: 'User12150'};{456816: 'Restaurant52'};{456816: -2.89}
{1310069: 'User37007'};{1310069: 'Restaurant15'};{1310069: -9.32}
{679877: 'User19873'};{679877: 'Restaurant28'};{679877: -9.7567}
{1316376: 'User28598'};{1316376: 'Restaurant12'};{1316376: 7.38}
{898401: 'User3492'};{898401: 'Restaurant40'};{898401: -9.9}
{1276812: 'User68565'};{1276812: 'Restaurant27'};{1276812: 4.174}
{1200041: 'User20273'};{1200041: 'Restaurant36'};{1200041: 2.5983}
{1189398: 'User40254'};{1189398: 'Restaurant25'};{1189398: -5.83}
{1636467: 'User47869'};{1636467: 'Restaurant2'};{1636467: 1.6833}
{471387: 'User58300'};{471387: 'Restaurant15'};{471387: -7.57}
{541631: 'User5751'};{541631: 'Restaurant96'};{541631: -6.5}
{1231087: 'User33843'};{1231087: 'Restaurant79'};{1231087: -0.34}
{1407108: 'User46683'};{1407108: 'Restaurant16'};{1407108: -3.69}
{799708: 'User29050'};{799708: 'Restaurant11'};{799708: -9.585}
{1096680: 'User21199'};{1096680: 'Restaurant78'};{1096680: 1.46}
{1143528: 'User31110'};{1143528: 'Restaurant86'};{1143528: -9.3869}
{1873910: 'User30871'};{1873910: 'Restaurant46'};{1873910: 8.35}
{1145175: 'User17387'};{1145175: 'Restaurant59'};{1145175: -9.9}
{28642: 'User50678'};{28642: 'Restaurant66'};{28642: -0.79}
{333617: 'User36924'};{333617: 'Restaurant33'};{333617: 0.05}
{1037988: 'User58393'};{1037988: 'Restaurant13'};{1037988: -9.85}
{1810619: 'User40802'};{1810619: 'Restaurant37'};{1810619: -5.24}
{667448: 'User67420'};{667448: 'Restaurant68'};{667448: 4.13}
{737968: 'User12401'};{737968: 'Restaurant57'};{737968: -9.37}
{815333: 'User9669'};{815333: 'Restaurant53'};{815333: -8.4}
{1136134: 'User43920'};{1136134: 'Restaurant73'};{1136134: -7.7176}
{455103: 'User2129'};{455103: 'Restaurant56'};{455103: -9.565}
{1636309: 'User619'};{1636309: 'Restaurant30'};{1636309: 1.36}
{299036: 'User15917'};{299036: 'Restaurant12'};{299036: -9.66}
{500605: 'User16298'};{500605: 'Restaurant91'};{500605: -0.195}
{1732927: 'User11782'};{1732927: 'Restaurant29'};{1732927: 7.77}
{94072: 'User28943'};{94072: 'Restaurant19'};{94072: -1.99}
{116112: 'User25533'};{116112: 'Restaurant12'};{116112: 0.05}
{1290856: 'User37466'};{1290856: 'Restaurant23'};{1290856: -9.56}
{948572: 'User22065'};{948572: 'Restaurant52'};{948572: -2.5533}
{1859297: 'User40527'};{1859297: 'Restaurant44'};{1859297: -3.25}
{1138228: 'User48083'};{1138228: 'Restaurant41'};{1138228: -5.425}
{377212: 'User12018'};{377212: 'Restaurant44'};{377212: 1.12}
{275646: 'User1475'};{275646: 'Restaurant80'};{275646: -9.03}
{1232725: 'User37937'};{1232725: 'Restaurant65'};{1232725: -6.55}
{1442069: 'User32687'};{1442069: 'Restaurant91'};{1442069: -3.64}
{558620: 'User37031'};{558620: 'Restaurant67'};{558620: -9.85}
{572920: 'User7668'};{572920: 'Restaurant65'};{572920: -9.66}
{1183874: 'User23590'};{1183874: 'Restaurant88'};{1183874: -9.13}
{886184: 'User41490'};{886184: 'Restaurant20'};{886184: -9.22}
{1238489: 'User13396'};{1238489: 'Restaurant76'};{1238489: -8.93}
{695547: 'User28908'};{695547: 'Restaurant7'};{695547: -9.32}
{226233: 'User16300'};{226233: 'Restaurant85'};{226233: 2.91}
{1224985: 'User3610'};{1224985: 'Restaurant95'};{1224985: -9.32}
{1210778: 'User26152'};{1210778: 'Restaurant64'};{1210778: -1.406}
{859279: 'User9949'};{859279: 'Restaurant30'};{859279: -9.9}
{1267918: 'User32324'};{1267918: 'Restaurant68'};{1267918: -9.22}
{165945: 'User2185'};{165945: 'Restaurant47'};{165945: -0.73}
{1289467: 'User60941'};{1289467: 'Restaurant32'};{1289467: 1.48}
{911843: 'User63043'};{911843: 'Restaurant27'};{911843: -9.94}
{693403: 'User17663'};{693403: 'Restaurant61'};{693403: 1.5}
{676880: 'User47207'};{676880: 'Restaurant94'};{676880: -9.37}
{1170839: 'User33595'};{1170839: 'Restaurant93'};{1170839: 3.06}
{1320133: 'User47350'};{1320133: 'Restaurant60'};{1320133: -8.54}
{552894: 'User24638'};{552894: 'Restaurant83'};{552894: -3.06}
{678203: 'User73278'};{678203: 'Restaurant5'};{678203: -9.56}
{539092: 'User30170'};{539092: 'Restaurant33'};{539092: -9.17}
{193021: 'User26494'};{193021: 'Restaurant57'};{193021: -9.37}
{1723552: 'User5810'};{1723552: 'Restaurant25'};{1723552: 0.87}
{61338: 'User14870'};{61338: 'Restaurant17'};{61338: -3.98}
{300532: 'User71069'};{300532: 'Restaurant88'};{300532: -9.43}
{1118485: 'User23618'};{1118485: 'Restaurant28'};{1118485: -9.47}
{102657: 'User28574'};{102657: 'Restaurant84'};{102657: -5.34}
{269895: 'User22255'};{269895: 'Restaurant57'};{269895: -9.395}
{718376: 'User48291'};{718376: 'Restaurant35'};{718376: -0.73}
{920041: 'User340'};{920041: 'Restaurant33'};{920041: -9.4333}
{659708: 'User9514'};{659708: 'Restaurant18'};{659708: -1.0533}
{214356: 'User40592'};{214356: 'Restaurant16'};{214356: -1.02}
{502374: 'User18825'};{502374: 'Restaurant25'};{502374: -9.78}
{717161: 'User67002'};{717161: 'Restaurant13'};{717161: -6.17}
{1327866: 'User22839'};{1327866: 'Restaurant16'};{1327866: -6.31}
{986674: 'User32586'};{986674: 'Restaurant69'};{986674: -9.47}
{1075735: 'User30050'};{1075735: 'Restaurant19'};{1075735: -4.56}
{718377: 'User48291'};{718377: 'Restaurant73'};{718377: -9.22}
{1556843: 'User44108'};{1556843: 'Restaurant3'};{1556843: -0.85}
{387328: 'User44324'};{387328: 'Restaurant52'};{387328: 5.15}
{1854554: 'User8285'};{1854554: 'Restaurant17'};{1854554: -3.06}
{1563330: 'User20406'};{1563330: 'Restaurant88'};{1563330: -7.04}
{844121: 'User47292'};{844121: 'Restaurant42'};{844121: -9.4}
{957137: 'User18413'};{957137: 'Restaurant57'};{957137: 6.55}
{1182194: 'User9416'};{1182194: 'Restaurant50'};{1182194: -5.19}
{1296748: 'User15928'};{1296748: 'Restaurant34'};{1296748: -5.58}
{1196791: 'User37898'};{1196791: 'Restaurant25'};{1196791: -9.76}
{1243551: 'User15440'};{1243551: 'Restaurant72'};{1243551: -7.5437}
{345664: 'User71225'};{345664: 'Restaurant36'};{345664: 2.96}
{1121673: 'User8691'};{1121673: 'Restaurant49'};{1121673: 1.41}
{359986: 'User12110'};{359986: 'Restaurant12'};{359986: 1.36}
{950967: 'User8935'};{950967: 'Restaurant13'};{950967: -9.66}
{1619526: 'User38723'};{1619526: 'Restaurant15'};{1619526: 2.82}
{521435: 'User71147'};{521435: 'Restaurant8'};{521435: -9.85}
{1326137: 'User22673'};{1326137: 'Restaurant20'};{1326137: 9.03}
{549167: 'User31800'};{549167: 'Restaurant32'};{549167: -9.32}
{705156: 'User28137'};{705156: 'Restaurant84'};{705156: -5.73}
{439932: 'User73269'};{439932: 'Restaurant65'};{439932: -9.9}
{1290623: 'User47613'};{1290623: 'Restaurant47'};{1290623: -1.7}
{1057266: 'User423'};{1057266: 'Restaurant81'};{1057266: -2.2143}
{1426471: 'User9723'};{1426471: 'Restaurant29'};{1426471: -0.34}
{1226725: 'User42254'};{1226725: 'Restaurant36'};{1226725: -9.83}
{676673: 'User16833'};{676673: 'Restaurant47'};{676673: -3.16}
{1377588: 'User21156'};{1377588: 'Restaurant23'};{1377588: -3.155}
{1103273: 'User27137'};{1103273: 'Restaurant35'};{1103273: -8.74}
{1580138: 'User44507'};{1580138: 'Restaurant43'};{1580138: -3.98}
{1345501: 'User52039'};{1345501: 'Restaurant66'};{1345501: -6.46}
{1827969: 'User21511'};{1827969: 'Restaurant15'};{1827969: -0.73}
{727410: 'User45481'};{727410: 'Restaurant28'};{727410: -1.36}
{242894: 'User1576'};{242894: 'Restaurant29'};{242894: -9.61}
{779797: 'User51184'};{779797: 'Restaurant65'};{779797: -9.71}
{833097: 'User22539'};{833097: 'Restaurant71'};{833097: -4.9009}
{119321: 'User9616'};{119321: 'Restaurant46'};{119321: -0.1}
{1130885: 'User20918'};{1130885: 'Restaurant20'};{1130885: -9.47}
{322166: 'User45411'};{322166: 'Restaurant67'};{322166: -0.73}
{431684: 'User3545'};{431684: 'Restaurant86'};{431684: -9.7865}
{910590: 'User47888'};{910590: 'Restaurant29'};{910590: 3.64}
{1609553: 'User15350'};{1609553: 'Restaurant59'};{1609553: -2.113}
{549839: 'User16021'};{549839: 'Restaurant29'};{549839: 1.99}
{638175: 'User576'};{638175: 'Restaurant11'};{638175: 2.272}
{11569: 'User41687'};{11569: 'Restaurant9'};{11569: -1.06}
{744392: 'User2866'};{744392: 'Restaurant67'};{744392: -9.95}
{896728: 'User3643'};{896728: 'Restaurant84'};{896728: 0.15}
{957742: 'User62870'};{957742: 'Restaurant48'};{957742: 2.43}
{1546066: 'User14889'};{1546066: 'Restaurant90'};{1546066: -0.415}
{1204881: 'User22477'};{1204881: 'Restaurant4'};{1204881: -5.19}
{1094998: 'User10291'};{1094998: 'Restaurant52'};{1094998: -8.54}
{1332904: 'User42616'};{1332904: 'Restaurant66'};{1332904: -3.74}
{844128: 'User53981'};{844128: 'Restaurant7'};{844128: -9.17}
{85789: 'User16677'};{85789: 'Restaurant35'};{85789: -9.78}
{811040: 'User31409'};{811040: 'Restaurant61'};{811040: -9.85}
{467189: 'User34969'};{467189: 'Restaurant47'};{467189: 0.1}
{1782463: 'User33299'};{1782463: 'Restaurant45'};{1782463: -0.29}
{1604534: 'User39038'};{1604534: 'Restaurant22'};{1604534: -8.2}
{612264: 'User32053'};{612264: 'Restaurant42'};{612264: -9.66}
{1068631: 'User29441'};{1068631: 'Restaurant61'};{1068631: -0.415}
{161370: 'User40178'};{161370: 'Restaurant68'};{161370: -9.37}
{724047: 'User20647'};{724047: 'Restaurant20'};{724047: -4.13}
{434377: 'User3681'};{434377: 'Restaurant60'};{434377: 4.395}
{1723682: 'User3356'};{1723682: 'Restaurant23'};{1723682: 0.3067}
{538937: 'User42694'};{538937: 'Restaurant60'};{538937: -4.56}
{1762591: 'User2759'};{1762591: 'Restaurant18'};{1762591: -1.99}
{1119331: 'User46101'};{1119331: 'Restaurant29'};{1119331: 1.07}
{1585634: 'User48624'};{1585634: 'Restaurant19'};{1585634: 0.0}
{1560631: 'User4971'};{1560631: 'Restaurant38'};{1560631: 2.82}
{172336: 'User50022'};{172336: 'Restaurant68'};{172336: 3.35}
{671895: 'User2203'};{671895: 'Restaurant50'};{671895: -9.42}
{1278616: 'User24826'};{1278616: 'Restaurant56'};{1278616: 5.58}
{1136087: 'User30226'};{1136087: 'Restaurant42'};{1136087: -8.3}
{693651: 'User12843'};{693651: 'Restaurant73'};{693651: -9.85}
{433687: 'User24164'};{433687: 'Restaurant74'};{433687: -4.2}
{227592: 'User40004'};{227592: 'Restaurant19'};{227592: -9.13}
{20904: 'User24358'};{20904: 'Restaurant45'};{20904: -8.7128}
{842694: 'User1293'};{842694: 'Restaurant47'};{842694: -9.635}
{931842: 'User45613'};{931842: 'Restaurant76'};{931842: -9.0786}
{196541: 'User39772'};{196541: 'Restaurant26'};{196541: -9.51}
{475236: 'User34684'};{475236: 'Restaurant61'};{475236: -9.66}
{7440: 'User19462'};{7440: 'Restaurant31'};{7440: -9.58}
{567697: 'User18803'};{567697: 'Restaurant69'};{567697: 1.02}
{1324796: 'User1117'};{1324796: 'Restaurant36'};{1324796: 1.46}
{667151: 'User33366'};{667151: 'Restaurant5'};{667151: -9.9}
{1271747: 'User58260'};{1271747: 'Restaurant13'};{1271747: -9.95}
{916507: 'User27061'};{916507: 'Restaurant58'};{916507: -2.86}
{742043: 'User18094'};{742043: 'Restaurant65'};{742043: 8.3}
{909573: 'User21251'};{909573: 'Restaurant57'};{909573: 0.34}
{144210: 'User69798'};{144210: 'Restaurant31'};{144210: -8.76}
{730067: 'User1193'};{730067: 'Restaurant34'};{730067: -9.71}
{1846052: 'User2601'};{1846052: 'Restaurant84'};{1846052: -5.2818}
{1209553: 'User65265'};{1209553: 'Restaurant55'};{1209553: -9.5967}
{139357: 'User14299'};{139357: 'Restaurant16'};{139357: -6.55}
{520557: 'User43117'};{520557: 'Restaurant54'};{520557: -8.88}
{1095389: 'User55225'};{1095389: 'Restaurant39'};{1095389: 0.9067}
{966956: 'User14018'};{966956: 'Restaurant68'};{966956: -9.66}
{746096: 'User31586'};{746096: 'Restaurant17'};{746096: -9.37}
{583702: 'User15566'};{583702: 'Restaurant86'};{583702: -1.36}
{1472282: 'User45895'};{1472282: 'Restaurant72'};{1472282: -3.16}
{517166: 'User17748'};{517166: 'Restaurant47'};{517166: -9.76}
{979760: 'User70053'};{979760: 'Restaurant19'};{979760: 6.99}
{8810: 'User6738'};{8810: 'Restaurant12'};{8810: -9.47}
{1202020: 'User10098'};{1202020: 'Restaurant55'};{1202020: -9.53}
{1288502: 'User27612'};{1288502: 'Restaurant57'};{1288502: -9.9}
{917487: 'User11874'};{917487: 'Restaurant7'};{917487: -0.39}
{1755168: 'User43202'};{1755168: 'Restaurant88'};{1755168: 2.04}
{30034: 'User61863'};{30034: 'Restaurant93'};{30034: -9.66}
{244976: 'User16815'};{244976: 'Restaurant27'};{244976: -9.85}
{224749: 'User11536'};{224749: 'Restaurant83'};{224749: -0.44}
{844953: 'User66929'};{844953: 'Restaurant17'};{844953: -9.9}
{1457332: 'User44296'};{1457332: 'Restaurant11'};{1457332: -0.195}
{617000: 'User45559'};{617000: 'Restaurant13'};{617000: -9.81}
{191581: 'User43020'};{191581: 'Restaurant39'};{191581: 1.41}
{54833: 'User46408'};{54833: 'Restaurant13'};{54833: -4.08}
{614444: 'User3531'};{614444: 'Restaurant78'};{614444: -9.81}
{1785365: 'User15392'};{1785365: 'Restaurant73'};{1785365: 1.84}
{1034757: 'User6879'};{1034757: 'Restaurant63'};{1034757: -9.95}
{1163291: 'User20805'};{1163291: 'Restaurant23'};{1163291: -0.19}
